DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|CLASS|ASSMNTNAME|PROGNAME|1| 2a       | 2b       | 3a       | 3b       | 4a       | 4b       | 5a       | 5b       | 6a       | 6b       | 6c       | 7a       | 7b       | 7c       | 7d       | 7e       | 7f       | 8a       | 8b       | 8c       | 9a       | 9b       | 9c       | 9d       
 bangalore rural | hosakote | devanagundi     |35986| G HPS DODDA DUNNASANDRA        | kannada |1561738| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1
 bangalore rural | hosakote | shivanapura     |36043| G HPS KARAPANAHALLI            | kannada |1558237| male   | telugu        |3| 3rd Pretest     | English        |1|0|0|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | samethanahalli  |35974| G HPS NADUVATTI                | kannada |1559807| male   | kannada       |3| 3rd Pretest     | English        |1| NA          |1|1|1|1|1|1|1|1|1|1| AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | doddanhulluru   |36203| GHPS DASARAHALLI               | kannada |1559737| male   | tamil         |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|0| NA          |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36129| G HPS ALAPPANAHALLI            | kannada |1557815| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36207| GKLPS BISNAHALLI               | kannada |1560021| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35974| G HPS NADUVATTI                | kannada |1559818| male   | kannada       |3| 3rd Pretest     | English        |1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35991| G HPS D. HOSAHALLI             | kannada |1568850| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36132| G LPS CHOWLU THOTA             | kannada |1552764| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36220| GHPS NIDAGHATTA                | kannada |1560871| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|0|1|0|1|1|1|0|1|1|0|0|0| NA          | NA          | NA          | NA          
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558419| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|0|0|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563348| male   | kannada       | 3D            | 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36105| G HPS HONACHANAHALLI           | kannada |1562004| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1| NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | hosakote town   |36022| G HPS DANDUPALYA               | kannada |1682837| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35998| G LPS MEDIMALLASANDRA          | kannada |1560699| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36104| G HPS KHAJI HOSAHALLI          | kannada |1564816| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36225| GHPS KURUBARAHALLI             | kannada |1561330| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1| NA          | NA          |1| NA          |1|1|1|1|1|1|1|0|1|1|1|0|0|1
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1563031| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36118| G LPS MARANAGERE               | kannada |1566472| female | telugu        |3| 3rd Pretest     | English        |1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1557142| female | kannada       | 3A            | 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35980| G LPS HAROHALLI                | kannada |1682768| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1| NA          
 bangalore rural | hosakote | bendiganahalli  |36187| GLPS RAMAGOVINDAPURA           | kannada |1558330| female | telugu        |3| 3rd Pretest     | English        |1| NA          |1| NA          |1| NA          |1| NA          |1| NA          |1| NA          |1|1|1|1|1|1|1|1|1|1|0|1|1
 bangalore rural | hosakote | alappanahalli   |36131| G HPS KUMBALAHALLI             | kannada |1559043| male   | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1559561| female | kannada       | 3A            | 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561750| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36125| G HPS LAKKONDANAHALLI          | kannada |1559421| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36297| GKHPS KATTIGENAHALLI           | kannada |1622935| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36088| G MPS THARABAHALLI             | kannada |1560375| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561740| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35979| G LPS NAGANAYAKANA KOTE        | kannada |1556970| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36106| G LPS KAMARASANAHALLY          | kannada |1561952| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36131| G HPS KUMBALAHALLI             | kannada |1559040| male   | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36117| G LPS SIDDANAPURA              | kannada |1566184| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36020| G HPS KURUBARAPETE             | kannada |1559204| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35977| G HPS BHODHANA HOSAHALLI       | kannada |1556864| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | alappanahalli   |36130| G LPS UPPARAHALLI              | kannada |1557483| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1| NA          | NA          |1|1|1|1|1|1|1|1|1|1|1|1| NA          | NA          | NA          | NA          
 bangalore rural | hosakote | hosakote town   |36024| G UHPS KHAJI MAKHAN            | urdu    |1683551| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1| AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | doddagattinabbe |36207| GKLPS BISNAHALLI               | kannada |1560032| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35914| G ULPS K.SHETTYHALLI           | urdu    |1683492| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35973| G LPS KORALURU                 | kannada |1660769| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36224| GHPS MUGABALA                  | kannada |1561124| male   | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35967| G LPS HARALURU                 | kannada |1560985| female | kannada       |3| 3rd Pretest     | English        |1|1|0|0|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1683267| female | kannada       | 3D            | 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558408| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|0|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | samethanahalli  |35976| G HPS SAMETHANAHALLI           | kannada |1561636| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35888| G HPS E. MUTHASANDRA           | kannada |1682244| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35909| G HPS DALASAGERE               | kannada |1558687| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36044| G HPS K SATHYAVARA             | kannada |1683391| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36131| G HPS KUMBALAHALLI             | kannada |1559038| female | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | hosakote town   |36024| G UHPS KHAJI MAKHAN            | urdu    |1558127| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35982| G LPS KOTTURU                  | kannada |1561420| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36219| GHPS DODDAHULLUR               | kannada |1560810| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1| NA          |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1559647| female | urdu          | 3B            | 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36117| G LPS SIDDANAPURA              | kannada |1566194| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |36072| G HPS HINDIGANALA              | kannada |1562750| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563306| male   | telugu        | 3A            | 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35941| G LPS GANGAPURA                | kannada |1566261| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1| NA          |1|1|1|1|1|1|1|0
 bangalore rural | hosakote | t agrahara      |36244| GHPS GOLLAHALLI                | kannada |1562311| male   | kannada       |3| 3rd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | thavarekere     |35949| G LPS GUGUTTAHALLI             | kannada |1560317| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|0|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | nandagudi       |36078| G LPS HALEURU                  | kannada |1557045| female | telugu        |3| 3rd Pretest     | English        |1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|1|1
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1607551| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36023| G UHPS HOSAKOTE                | urdu    |1563177| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36115| G HPS BAGURU                   | kannada |1561303| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36199| GLPS CHIKKAHULLUR              | kannada |1559418| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35886| G HPS KAMBALIPURA              | kannada |1682103| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1562997| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36195|         GHPS Doddanallurahalli | kannada |1561071| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1| NA          | NA          |1|1|0|1|1| NA          | NA          | NA          | NA          | NA          | NA          | NA          |1| NA          | NA          | NA          
 bangalore rural | hosakote | doddanhulluru   |36202| GLPS PILLAGUMPE                | kannada |1660201| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |36000| G LPS HANDENAHALLI             | kannada |1660903| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36220| GHPS NIDAGHATTA                | kannada |1560867| female | kannada       |3| 3rd Pretest     | English        |1|1|1|0|0|1|1|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1| NA          | NA          | NA          
 bangalore rural | hosakote | beguru          |35902| G HPS MALLIMAKANAPURA          | kannada |1559080| female | kannada       |3| 3rd Pretest     | English        |1|1| NA          |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1| NA          |1|1
 bangalore rural | hosakote | thavarekere     |35932| G ULPS YELACHAHALLI            | urdu    |1566406| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36185| GHPS E - HOSAHALLI             | kannada |1558166| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |36236| GHPS CHIKKATHAGGALI            | kannada |1562095| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36239| GLPS BHUVANAHALLI              | kannada |1562193| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |36233| GHPS THAVATAHALLI              | kannada |1562020| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1563009| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
