 district |       block        |          cluster          | school_code |             school_name             | no_of_classroom | lowest_class | highest_class | no_of_teachers | no_of_students | no_of_headteacher 
 BIDAR    | HUMNABAD           | UDBAL                     |29050508601| GOVT HPS WALKHINDI                  |7|1|7|10|320|3
 GULBARGA | AFZALPUR           | AFZALPUR URDU             |29040201304| GOVT LPS URDU BALURGI               |2|1|5|2|29|0
 GULBARGA | AFZALPUR           | AFZALPUR URDU             |29040203502| GOVT HPS URDU DIKKASANGA [K]        |3|1|7|4|75|0
 GULBARGA | AFZALPUR           | AFZALPUR URDU             |29040203602| GOVT LPS URDU GHATTARGA             |3|1|5|3|45|0
 GULBARGA | AFZALPUR           | AFZALPUR URDU             |29040204101| GOVT LPS URDU GOUR (K)              |2|1|5|3|50|0
 GULBARGA | AFZALPUR           | AFZALPUR URDU             |29040205802| GOVT HPS URDU KARAJAGI              |7|1|7|7|153|1
 GULBARGA | AFZALPUR           | AFZALPUR URDU             |29040206802| GOVT LPS URDU MALABAD               |2|1|5|2|4|0
 GULBARGA | AFZALPUR           | AFZALPUR URDU             |29040207002| GOVT HPS URDU MANNUR                |10|1|8|7|123|1
 GULBARGA | AFZALPUR           | AFZALPUR URDU             |29040207102| GOVT HPS URDU MASHAL                |7|1|8|6|116|1
 GULBARGA | AFZALPUR           | AFZALPUR URDU             |29040208602| GOVT LPS URDU TELLONI               |3|1|5|3|30|0
 GULBARGA | AFZALPUR           | AFZALPUR URDU             |29040208802| GOVT HPS URDU UDACHAN               |4|1|7|4|67|0
 GULBARGA | AFZALPUR           | AFZALPUR URDU             |29040210102| GOVT LPS URDU INDIRNAGAR AFZ        |3|1|5|4|94|0
 GULBARGA | AFZALPUR           | AFZALPUR URDU             |29040210401| GOVT HPS URDU AFZ                   |12|1|8|11|464|1
 GULBARGA | AFZALPUR           | ATNOOR                    |29040200501| GOVT MPS ATANOOR                    |14|1|8|14|599|0
 GULBARGA | AFZALPUR           | ATNOOR                    |29040200503| GOVT L.P.S. HARIJANWADA ATNOOR      |5|1|5|2|47|0
 GULBARGA | AFZALPUR           | ATNOOR                    |29040200701| GOVT LPS AURAD                      |5|1|5|4|102|0
 GULBARGA | AFZALPUR           | ATNOOR                    |29040201501| GOVT HPS BHOGANALLI                 |8|1|8|7|173|1
 GULBARGA | AFZALPUR           | ATNOOR                    |29040202601| GOVT HPS CHINCHOLI                  |14|1|8|13|557|1
 GULBARGA | AFZALPUR           | ATNOOR                    |29040204401| GOVT LPS HALLYAL                    |5|1|5|3|114|0
 GULBARGA | AFZALPUR           | ATNOOR                    |29040206801| GOVT HPS MALLABAD                   |11|1|7|8|515|2
 GULBARGA | AFZALPUR           | ATNOOR                    |29040207201| GOVT HPS MATOLI                     |10|1|7|8|244|0
 GULBARGA | AFZALPUR           | BALLURGI                  |29040201301| GOVT HPS BALURGI                    |13|1|8|10|358|1
 GULBARGA | AFZALPUR           | BALLURGI                  |29040201302| GOVT LPS BALURGI TANDA              |4|1|5|4|90|0
 GULBARGA | AFZALPUR           | BALLURGI                  |29040201303| GOVT LPS HIRUNAYAK TANDA BALUR      |3|1|5|2|30|0
 GULBARGA | AFZALPUR           | BALLURGI                  |29040201305| GOVT LPS HARIJANWADA BALURGI        |3|1|5|3|55|0
 GULBARGA | AFZALPUR           | BALLURGI                  |29040201306| GOVT LPS BASAVANAGAR BALOORGI       |2|1|5|2|34|0
 GULBARGA | AFZALPUR           | BALLURGI                  |29040205301| GOVT HPS JEWARGI [B]                |8|1|7|7|205|1
 GULBARGA | AFZALPUR           | BALLURGI                  |29040207301| GOVT HPS NANDARGI                   |9|1|8|8|312|1
 GULBARGA | AFZALPUR           | BALLURGI                  |29040208601| GOVT LPS TELLONI                    |8|1|5|3|92|0
 GULBARGA | AFZALPUR           | BANDARWAD                 |29040201601| GOVT HPS BANDARWAD                  |13|1|7|11|536|1
 GULBARGA | AFZALPUR           | BANDARWAD                 |29040202701| GOVT HPS CHINMALLI                  |6|1|8|7|210|0
 GULBARGA | AFZALPUR           | BANDARWAD                 |29040204501| GOVT HPS HASARAGUNDAGI              |11|1|7|9|265|1
 GULBARGA | AFZALPUR           | BANDARWAD                 |29040205001| GOVT HPS HUVINAHALLI                |7|1|8|7|215|0
 GULBARGA | AFZALPUR           | BANDARWAD                 |29040205501| GOVT HPS KAKKERA SAVALAGI           |7|1|8|6|224|1
 GULBARGA | AFZALPUR           | BANDARWAD                 |29040206001| GOVT LPS KARASAVALGI                |5|1|5|3|80|0
 GULBARGA | AFZALPUR           | BANDARWAD                 |29040207701| GOVT HPS SAGANOOR                   |8|1|7|8|230|1
 GULBARGA | AFZALPUR           | BANDARWAD                 |29040208101| GOVT LPS SIRASAGI                   |3|1|5|2|34|1
 GULBARGA | AFZALPUR           | BANDARWAD                 |29040208401| GOVT HPS TAKALI                     |7|1|7|4|129|0
 GULBARGA | AFZALPUR           | BANDARWAD                 |29040208501| GOVT HPS TEGGELLI                   |2|1|7|3|122|0
 GULBARGA | AFZALPUR           | BANDARWAD                 |29040208901| GOVT LPS UMARGA                     |3|1|5|3|85|0
 GULBARGA | AFZALPUR           | BHAIRAMADAGI              |29040201701| GOVT MPS BHAIRAMADAGI               |15|1|8|11|411|1
 GULBARGA | AFZALPUR           | BHAIRAMADAGI              |29040201703| GOVT LPS HARIJANWADA BIRAMADGI      |3|1|5|3|55|0
 GULBARGA | AFZALPUR           | BHAIRAMADAGI              |29040203101| GOVT HPS DIKASANGA [B]              |9|1|8|8|149|1
 GULBARGA | AFZALPUR           | BHAIRAMADAGI              |29040203102| GOVT LPS NEW EXT. DIKSAMBA (B)      |2|1|5|2|28|0
 GULBARGA | AFZALPUR           | BHAIRAMADAGI              |29040206601| GOVT HPS MADRA [K]                  |6|1|6|2|70|0
 GULBARGA | AFZALPUR           | BHAIRAMADAGI              |29040206701| GOVT HPS MADARA [B]                 |8|1|8|7|216|1
 GULBARGA | AFZALPUR           | BHAIRAMADAGI              |29040206702| GOVT LPS MADRA(B) TANDA             |3|1|5|3|41|0
 GULBARGA | AFZALPUR           | BHAIRAMADAGI              |29040209001| GOVT HPS WADDAHALLI                 |5|1|7|4|71|0
 GULBARGA | AFZALPUR           | BHAIRAMADAGI              |29040209003| GLPS WADDAHALLI TANDA               |2|1|4|0|47|0
 GULBARGA | AFZALPUR           | CHINAMGERA URDU           |29040200502| GOVT HPS URDU ATNOOR                |7|1|7|7|160|1
 GULBARGA | AFZALPUR           | CHINAMGERA URDU           |29040201502| GOVT HPS URDU BHOGANALLI            |7|1|7|4|108|0
 GULBARGA | AFZALPUR           | CHINAMGERA URDU           |29040201602| GOVT HPS URDU BANDARWAD             |6|1|8|5|52|0
 GULBARGA | AFZALPUR           | CHINAMGERA URDU           |29040201702| GOVT LPS URDU BHAIRAMADAGI          |2|1|5|1|4|0
 GULBARGA | AFZALPUR           | CHINAMGERA URDU           |29040202302| GOVT URDU LPS BIDNUR                |3|1|5|2|54|0
 GULBARGA | AFZALPUR           | CHINAMGERA URDU           |29040202903| GLPS URDU CHINAMGERA                |2|1|4|1|40|0
 GULBARGA | AFZALPUR           | CHINAMGERA URDU           |29040203202| GOVT HPS URDU D.GHANGAPUR           |2|1|6|3|51|0
 GULBARGA | AFZALPUR           | CHINAMGERA URDU           |29040203802| GOVT HPS URDU GOBBUR [B]            |6|1|8|5|105|0
 GULBARGA | AFZALPUR           | CHINAMGERA URDU           |29040203810| GLPS URDU GOBBUR WADI               |3|1|5|1|35|0
 GULBARGA | AFZALPUR           | CHINAMGERA URDU           |29040204202| GOVT URDU HPS STATION GHANGAPU      |5|1|8|6|87|0
 GULBARGA | AFZALPUR           | CHINAMGERA URDU           |29040204502| GOVT URDU LPS HASARGUNDGI           |3|1|5|1|21|0
 GULBARGA | AFZALPUR           | CHINAMGERA URDU           |29040207402| GOVT HPS URDU NILOOR                |4|1|8|4|55|1
 GULBARGA | AFZALPUR           | CHINAMGERA URDU           |29040207503| GOVT HPS URDU REVOOR (B)            |6|1|7|4|61|0
 GULBARGA | AFZALPUR           | CHOWDAPUR                 |29040201901| GOVT LPS BADANALLI                  |4|1|5|3|38|0
 GULBARGA | AFZALPUR           | CHOWDAPUR                 |29040202801| GOVT HPS CHAWDAPUR                  |13|1|7|11|412|1
 GULBARGA | AFZALPUR           | CHOWDAPUR                 |29040202802| GOVT LPS CHAWDAPUR TANDA            |4|1|5|3|55|0
 GULBARGA | AFZALPUR           | CHOWDAPUR                 |29040202901| GOVT HPS CHINAMEGERA                |8|1|7|9|304|1
 GULBARGA | AFZALPUR           | CHOWDAPUR                 |29040202904| KGBV CHINAMGERA                     |4|6|8|2|92|0
 GULBARGA | AFZALPUR           | CHOWDAPUR                 |29040203001| GOVT HPS DHANNUR                    |8|1|8|7|232|0
 GULBARGA | AFZALPUR           | CHOWDAPUR                 |29040205101| GOVT HPS INGALAGI [B]               |5|1|7|5|168|0
 GULBARGA | AFZALPUR           | DEVALGANGAPUR             |29040200401| GOVT HPS AN0OR                      |12|1|8|9|501|2
 GULBARGA | AFZALPUR           | DEVALGANGAPUR             |29040201801| GOVT LPS BATAGERA                   |3|1|5|3|94|0
 GULBARGA | AFZALPUR           | DEVALGANGAPUR             |29040202001| GOVT LPS BILWAD [B]                 |5|1|5|2|31|0
 GULBARGA | AFZALPUR           | DEVALGANGAPUR             |29040202101| GOVT HPS BILWAD [K]                 |4|1|8|5|148|0
 GULBARGA | AFZALPUR           | DEVALGANGAPUR             |29040202102| GLPS ADAVI VASATI BILWAD(K)         |2|1|5|0|36|0
 GULBARGA | AFZALPUR           | DEVALGANGAPUR             |29040203201| GOVT MPS DEVALGHANAGAPUR            |18|1|7|11|294|1
 GULBARGA | AFZALPUR           | DEVALGANGAPUR             |29040203206| GOVT HPS INDRANAGAR D GANAGAPU      |7|1|7|4|131|0
 GULBARGA | AFZALPUR           | DEVALGANGAPUR             |29040203701| GOVT LPS GOBBUR WADI TANDA          |5|1|5|3|86|0
 GULBARGA | AFZALPUR           | DEVALGANGAPUR             |29040204301| GOVT HPS GHULANOOR                  |6|1|7|3|156|0
 GULBARGA | AFZALPUR           | DEVALGANGAPUR             |29040205901| GHPS KERAKANALLI                    |5|1|8|7|173|0
 GULBARGA | AFZALPUR           | DEVALGANGAPUR             |29040206301| GOVT LPS KOLLUR                     |6|1|5|3|70|1
 GULBARGA | AFZALPUR           | DEVALGANGAPUR             |29040208701| GOVT HPS TELLUR                     |7|1|8|9|390|1
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040203601| GOVT HPS GHATTARGA                  |9|1|8|8|437|1
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040203603| GOVT LPS HARIJANA WADA GATTURG      |4|1|5|3|66|0
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040204701| GOVT HPS HAVALAGA                   |8|1|8|8|231|1
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040204801| GOVT HPS HINCHAGERA                 |11|1|8|9|278|1
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040205201| GOVT LPS INGALGI (K)                |2|1|5|2|24|0
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040205601| GOVT HPS KALLUR (D)                 |14|1|8|10|438|1
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040205602| GOVT LPS D KALLUR H.W               |2|1|5|3|65|0
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040205603| GOVT HPS KALLUR TANDA               |6|1|7|5|163|0
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040206101| GOVT LPS KESHAPUR                   |4|1|5|2|23|0
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040207801| GOVT HPS SHIVAPUR                   |5|1|7|6|181|0
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040209801| GOVT LPS BANA HATTI                 |3|1|5|3|57|0
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040209901| GOVT MGPS AFZ                       |14|1|8|22|942|0
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040210101| GOVT LPS INDIRANAGAR AFZ            |3|1|5|5|188|0
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040210402| GOVT LPS HARIJANWADA  AFZ           |5|1|5|5|96|0
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040211801| GOVT HPS MG NAGAR AFZ               |9|1|7|8|270|1
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040211803| ADARSH V RMSA ENGLISH MG NAGAR AFZ  |2|6|8|10|217|0
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040211901| GLPS MADABAL LAXMINAGAR             |2|1|5|2|30|0
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040211902| GLPS MADABAL TANDA AFZ              |4|1|5|4|104|0
 GULBARGA | AFZALPUR           | GHATTARGA                 |29040212001| GOVT LPS ASHRAY COLONY AFZ          |4|1|5|3|55|0
 GULBARGA | AFZALPUR           | GOBBUR (B)                |29040200801| GOVT HPS AWARALLI                   |7|1|7|5|162|0
 GULBARGA | AFZALPUR           | GOBBUR (B)                |29040202301| GOVT HPS BIDANOOR                   |14|1|8|10|381|4
 GULBARGA | AFZALPUR           | GOBBUR (B)                |29040203801| GOVT HPS GOBBUR [B]                 |21|1|8|17|545|4
 GULBARGA | AFZALPUR           | GOBBUR (B)                |29040203804| GOVT HPS GOBBUR WADI                |5|1|7|4|57|0
 GULBARGA | AFZALPUR           | GOBBUR (B)                |29040203805| GLPS VADDARGALLI GOBBUR (B)         |5|1|5|3|92|0
 GULBARGA | AFZALPUR           | GOBBUR (B)                |29040203901| GOVT HPS GOBBUR [K]                 |9|1|8|7|138|1
 GULBARGA | AFZALPUR           | GOBBUR (B)                |29040204601| GOVT HPS HAVANOOR                   |16|1|7|9|255|1
 GULBARGA | AFZALPUR           | GOBBUR (B)                |29040204604| GLPS HAVANOOR TANDA                 |2|1|5|2|51|0
 GULBARGA | AFZALPUR           | GOUR (B)                  |29040200301| GOVT LPS ALLAGI [K]                 |5|1|5|3|65|0
 GULBARGA | AFZALPUR           | GOUR (B)                  |29040201201| GOVT LPS BALUNDAGI                  |5|1|5|3|72|0
 GULBARGA | AFZALPUR           | GOUR (B)                  |29040203501| GOVT HPS DIKASANGA [K]              |9|1|8|7|266|1
 GULBARGA | AFZALPUR           | GOUR (B)                  |29040204001| GOVT HPS GOUR [B]                   |11|1|8|9|306|1
 GULBARGA | AFZALPUR           | GOUR (B)                  |29040204002| GLPS SHANKARALING NAGAR             |2|1|5|0|23|0
 GULBARGA | AFZALPUR           | GOUR (B)                  |29040204102| GOVT HPS GOUR ( K )                 |6|1|8|7|216|0
 GULBARGA | AFZALPUR           | GOUR (B)                  |29040204103| GOVT LPS ADAVAIVASTI GOUR (K)       |2|1|5|1|30|0
 GULBARGA | AFZALPUR           | GOUR (B)                  |29040208201| GOVT HPS SIRWAL                     |9|1|8|9|340|1
 GULBARGA | AFZALPUR           | GOUR (B)                  |29040208301| GOVT HPS SONNA                      |4|1|6|4|116|0
 GULBARGA | AFZALPUR           | GOUR (B)                  |29040208302| GOVT LPS HOSABADAVANE SONNA         |3|1|5|3|91|0
 GULBARGA | AFZALPUR           | KARAJAGI                  |29040200201| GOVT MPS ALLAGI [B]                 |13|1|8|13|603|0
 GULBARGA | AFZALPUR           | KARAJAGI                  |29040202401| GOVT HPS BANKALAGI                  |7|1|7|8|261|1
 GULBARGA | AFZALPUR           | KARAJAGI                  |29040202501| GOVT HPS BHOSAGA                    |14|1|8|11|425|1
 GULBARGA | AFZALPUR           | KARAJAGI                  |29040203301| GOVT LPS DUDDANAGI                  |3|1|5|3|71|0
 GULBARGA | AFZALPUR           | KARAJAGI                  |29040205801| GOVT HPS KARAJAGI                   |17|1|8|23|1048|1
 GULBARGA | AFZALPUR           | KARAJAGI                  |29040205805| GOVT HPS ASHOK NAGAR KARAJAGI       |4|1|7|4|85|0
 GULBARGA | AFZALPUR           | KARAJAGI                  |29040205806| GLPS KARAJAGI TANDA                 |2|1|5|2|48|0
 GULBARGA | AFZALPUR           | KARAJAGI                  |29040206401| GOVT HPS K0DAGANOOR                 |7|1|8|7|205|1
 GULBARGA | AFZALPUR           | KARAJAGI                  |29040206901| GOVT LPS MANGALOOR                  |5|1|5|3|103|0
 GULBARGA | AFZALPUR           | MANNUR                    |29040204901| GOVT LPS HIRIYAL                    |4|1|5|3|92|0
 GULBARGA | AFZALPUR           | MANNUR                    |29040207006| GOVT HPS SESHAGIRI WADI MANNUR      |10|1|8|5|271|0
 GULBARGA | AFZALPUR           | MANNUR                    |29040207008| GOVT HPS SHIVBALNAGAR MANNUR        |7|1|7|5|161|0
 GULBARGA | AFZALPUR           | MANNUR                    |29040207009| GOVT HPS RAMANAGAR MANNUR           |5|1|8|6|145|0
 GULBARGA | AFZALPUR           | MANNUR                    |29040207011| GOVT.HPS MANNUR                     |22|1|8|21|972|1
 GULBARGA | AFZALPUR           | MANNUR                    |29040207012| GOVT LPS DEVAPNAGAR                 |5|1|5|3|64|0
 GULBARGA | AFZALPUR           | MANNUR                    |29040207013| GOVT LPS BABAKSHIMNAGAR             |2|1|5|3|51|0
 GULBARGA | AFZALPUR           | MANNUR                    |29040207014| GOVT HPS DAYANANDA NAGAR            |5|1|7|3|24|0
 GULBARGA | AFZALPUR           | MANNUR                    |29040207901| GOVT HPS  SHIVOOR                   |10|1|8|11|236|1
 GULBARGA | AFZALPUR           | MANNUR                    |29040208801| GOVT MPS UDACHAN                    |15|1|8|9|688|0
 GULBARGA | AFZALPUR           | MANNUR                    |29040208803| GOVT HPS UDACHAN HATTI              |7|1|8|8|346|1
 GULBARGA | AFZALPUR           | MANNUR                    |29040209204| GOVT HPS HOSUR                      |16|1|7|12|294|1
 GULBARGA | AFZALPUR           | MANNUR                    |29040209501| GOVT LPS UPPAR HATTI                |5|1|5|2|85|0
 GULBARGA | AFZALPUR           | MANNUR                    |29040211401| GLPS VITHAL NAGAR                   |2|1|3|0|44|0
 GULBARGA | AFZALPUR           | MASHAL                    |29040205401| GOVT LPS JEWARGI [K]                |4|1|5|2|54|0
 GULBARGA | AFZALPUR           | MASHAL                    |29040207101| GOVT MPS MASHAL                     |25|1|8|20|936|1
 GULBARGA | AFZALPUR           | MASHAL                    |29040207103| GOVT LPS MASHAL WADI MASHAL         |4|1|5|4|94|1
 GULBARGA | AFZALPUR           | MASHAL                    |29040207108| GOVT LPS HAIDRA TANDA MASHAL        |4|1|5|2|23|0
 GULBARGA | AFZALPUR           | MASHAL                    |29040207109| GOVT LPS  ALLAGI TANDA              |3|1|4|2|24|0
 GULBARGA | AFZALPUR           | MASHAL                    |29040207111| GOVT LPS RAJIVA GANDHI NAGAR        |2|1|5|2|40|0
 GULBARGA | AFZALPUR           | MASHAL                    |29040207115| GOVT. LPS DONDIBANAGAR MASHAL       |2|1|5|2|7|0
 GULBARGA | AFZALPUR           | MASHAL                    |29040207116| GLPS NEW EXTENTION MASHAL           |2|1|5|2|16|0
